owner_id,owner_zipcode
2552,53121
54776,53511
4364,53511
4364,53511
60266,60076
9262,53511
49230,53511
1006,53511
1005,53511
8994,53511
28993,53511
8994,53511
25528,53511
14138,53511
50674,53511
27915,53511
58187,53511
59596,53511
5653,53511
2696,53511
48718,1260
5416,53511
9667,53511
54003,53511
9824,53511
25995,53511
25061,53511
10112,53511
57438,53511
13992,53511
4018,53511
44699,53511
58199,53511
8781,53511
7544,53511
56560,53511
57262,53511
14201,53511
14812,53511
8142,53511
7481,53511
57061,53511
2330,53511
28588,53511
5243,53511
8930,53511
56847,53511
6861,53511
58101,53511
49348,53511
55067,53511
29694,53511
54293,53511
50443,53511
58105,53511
11839,53511
3993,53511
55351,53511
58723,53511
12589,53511
2254,53511
10723,53511
60535,53511
8538,53511
9975,53511
5197,53511
54516,53511
43964,53511
10871,53511
11868,53511
9377,53511
51890,53511
6295,53511
20168,53511
12327,53511
13903,53511
59823,73134
9918,53511
60182,53511
6258,44446
12352,53511
14954,53511
5425,53511
55640,53511
15194,53511
5629,53511
1880,53511
15174,53511
28264,53511
8213,53511
4668,53511
3821,53511
15085,53511
12947,53511
7283,53511
51824,53511
57170,53511
7321,53511
41022,53511
4443,53511
1971,53511
14720,53511
59179,34606
5757,53511
56447,53511
58257,53511
51934,75043
60327,53511
56577,53511
48870,53511
60588,53511
7870,53511
50076,53511
15008,53511
60228,53511
50637,53511
13392,53511
58026,53511
29595,53511
2148,53511
14285,53511
14158,53511
47569,53511
45478,53511
51013,53511
55990,53511
59899,53511
56202,53511
55734,53511
48368,53511
44861,53511
3529,53511
54078,53511
50229,53511
58985,53545
59014,53511
47384,53511
56019,53511
58456,53511
8837,53511
54205,53511
58779,53511
55219,53121
5877,53719
50385,61107
7365,53511
53245,85346
2830,53511
22873,53546
40736,53511
40741,53511
40753,37072
40825,53511
27114,53511
29230,53716
40824,53511
44032,53511
43849,53511
22873,53546
22348,53511
28900,53511
41107,53511
54295,38101
40964,53511
7321,53511
40966,53511
57521,61080
40814,53511
25565,53511
2029,53511
54801,61072
13929,53511
49860,53511
52961,53511
28845,53547
48665,53501
1295,53511
15912,53511
15912,53511
3628,53511
3628,53511
47940,53511
29544,53511
29544,53511
12721,53511
12720,53511
60400,53511
1771,53545
5802,53511
12172,53511
57644,53511
29270,53511
54156,53511
4633,53511
28709,53511
14325,53511
12864,53511
20496,53511
41198,53511
55777,53511
29129,53511
52469,53511
2283,53511
57363,53511
58384,53511
47778,53511
54337,11215
49372,53511
1127,53511
8115,53511
8115,53511
53885,53511
40862,53511
45713,53511
9037,53511
55125,53511
14491,53511
3397,53511
22865,53095
1053,53511
13839,53511
4743,53511
59329,53511
28497,53511
2743,53511
2140,61101
50343,55425
24178,53511
1256,53511
9621,53511
45208,53511
28690,53511
10930,53511
10930,53511
10930,53511
53119,53511
58094,61073
40792,61080
28762,53511
55116,53151
10474,53511
13744,53511
13743,53511
52852,53511
2736,53511
58094,61073
58094,61073
55672,53545
48718,1260
59988,53511
4061,53511
49849,53511
1771,53545
7244,53511
53389,53511
11514,53511
53764,53511
47243,53511
52789,53511
21495,53511
10709,53511
1053,53511
60600,53511
10987,53511
55813,53547
11428,53511
59004,53511
14192,53511
55115,53511
10688,53511
27210,53527
15553,61072
60531,53511
40280,53511
27692,53511
22609,53511
2357,53511
15204,53511
9654,53511
55965,53511
2084,53511
24092,53511
6927,53511
3418,53511
46045,53511
1252,53511
29203,53511
9106,53511
29610,53511
58789,53511
52774,53511
11578,53511
8970,53511
5681,53512
60523,53511
42885,53511
56075,53511
12274,53511
6897,53511
4291,53511
56781,53511
7973,53511
28499,53511
48853,53511
56287,53511
54996,53511
24996,53511
56633,53511
9312,53512
7192,53511
49538,61072
58884,53548
27464,53512
9235,53511
7913,53511
53256,53511
58566,53511
25132,53511
47127,53511
51112,53511
52701,53511
8824,53511
27411,61010
48130,53511
57022,53511
58453,53511
54941,53511
13365,53511
49460,53511
22649,53511
45319,53511
59874,53511
6736,53511
9017,53511
27222,53511
55292,53511
28500,53511
1771,53545
53975,53511
15814,89029
52856,53511
22356,53511
56400,53511
15048,53511
59821,53511
13429,53511
24800,53511
46045,53511
3049,53511
29177,53713
29601,53511
58609,53511
24690,53511
9355,53511
24586,53511
58450,53511
24277,53511
11415,53511
7377,53511
45317,53511
5603,53511
41949,53511
50218,53511
58616,53511
48076,53511
2403,53546
45733,53511
54670,53511
57895,53511
12391,53511
55687,53511
4748,53511
58332,53511
10947,53511
44614,53511
9297,53511
60164,53511
13174,53511
11309,53511
7596,53511
6490,53511
12447,53511
1766,53511
51736,53511
51554,53511
45601,53511
53192,53511
1640,53511
50021,53511
2286,53511
8066,53511
52108,53190
13873,53511
54761,53511
56549,53511
7491,53511
45329,53511
7377,53511
10412,53511
59284,53511
3128,53511
5542,53511
48667,53511
49347,53511
60024,53511
51978,53511
3892,53511
59015,53511
46668,53511
42266,53511
59324,53511
5345,53511
10946,53511
4907,53511
13094,53511
41946,53511
5041,53511
55276,53547
7353,53511
15186,53511
56494,53511
15387,53511
13033,53511
48748,53511
58702,53511
51144,53511
9501,53511
21591,53511
60544,53511
1053,53511
48335,53511
26677,53511
7999,53511
5476,53511
14924,53511
3215,53511
4061,53511
2501,53511
59372,53511
13497,53511
25054,85296
4517,53511
8586,53511
56099,53511
54606,53511
13338,53511
45201,53511
50012,53511
52084,53511
6536,53511
9728,53511
10027,53511
56142,53511
1785,53511
7948,53511
59604,53511
51113,53511
10592,53511
57032,53511
53115,53511
55409,53511
54298,53511
4516,53511
21006,53511
56030,53511
21994,53511
11771,53511
54338,53029
56473,53511
10259,53511
49850,53511
3254,53511
9160,53511
54351,53963
52558,53511
44697,53511
49767,53511
14636,53511
48340,53511
9825,53511
50723,53545
43162,53511
7497,53512
46173,53511
8994,53511
8994,53511
16651,53511
2682,53511
15754,53511
15754,53511
15754,53511
53119,53511
8669,53511
53119,53511
24980,53511
1633,53511
1633,53511
1633,53511
57550,53511
57550,53511
51294,53511
12337,53511
11341,53511
42242,53511
22759,53511
22759,53511
22762,53511
22762,53511
51818,53511
11609,53511
9079,53511
9079,53511
6729,53511
2501,53511
40023,53511
40486,53512
2501,53511
59725,53511
1796,53511
49234,53576
1272,53511
6968,53511
59753,61080
44627,53511
10477,53537
11029,61109
40486,53512
59161,53512
27464,53512
53643,53511
14923,53511
58448,53545
13119,53511
7725,53511
9931,53511
2682,53511
48570,53511
56401,53511
7827,53511
56953,53705
52588,53511
8065,53512
59596,53511
4885,53511
4885,53511
54215,53511
43754,53511
2682,53511
2059,53511
3662,53511
1564,53511
1375,53511
40486,53512
3617,53121
1698,53511
20420,53511
4785,53511
27464,53512
5545,53511
49460,53511
55294,53511
9769,53511
60550,33604
7769,53511
52922,93926
3388,53511
11677,53511
46798,53511
52980,53511
58697,53129
57677,53546
55930,53511
55741,55104
8180,53512
8180,53512
8192,53511
14542,53511
25901,54664
59725,53511
27740,53511
58460,53215
1529,53511
3911,53511
1564,53511
9305,53511
3407,53511
15742,53511
59161,53512
2241,53511
54963,53511
8846,53511
57177,53511
12757,53511
23923,53548
27469,53511
54863,85255
20012,53511
48718,1260
23117,53707
44985,53511
25834,53511
46173,53511
12941,53511
40743,53512
57267,53511
1272,53511
55688,53511
54310,53547
56313,53511
43338,53511
53539,85251
15246,53512
26775,53511
28442,53511
4267,53511
1016,53511
52540,61072
7021,53511
29383,53511
10196,53511
10215,53511
14505,61036
20468,53511
7639,53511
24108,53511
8385,53511
57095,53511
12457,53511
5861,53511
9747,53511
13804,53511
58727,53511
55400,53511
10192,53511
26899,53511
6472,53511
59547,53511
25061,53511
2208,53512
48183,61103
13118,53511
43596,53511
54627,29372
2292,53511
2501,53511
2501,53511
50394,53511
50394,53511
50080,55407
60537,53511
60884,53511
1676,53512
8834,53511
4727,53511
57459,53511
4076,53511
59725,53511
59690,53105
49954,53511
23961,53511
1771,53545
1771,53545
1771,53545
12209,53511
13953,53511
1272,53511
57789,53511
48718,1260
23117,53707
56259,53511
60109,53511
51731,53511
6624,53511
27665,53511
12356,53511
6883,53511
40702,53511
7042,53511
2402,53511
24992,53511
51355,53511
51731,53511
9574,53511
53924,53511
51731,53511
14171,53511
46045,53511
49347,53511
14195,53525
4482,53511
46045,53511
45511,53511
2208,53512
2501,53511
15056,53511
59447,61109
7209,53511
3705,53511
8711,53511
14263,53511
56356,53511
6463,53511
25337,53511
2102,53511
11082,53511
3863,53511
14004,53511
1445,53511
13623,53511
10808,53511
2297,53511
6447,53511
55396,53511
58864,53570
29542,53511
28722,53511
7016,53511
55795,53511
3418,53511
8149,23324
27606,53511
1743,53511
11471,53511
2501,53511
45885,53511
5141,53511
10647,53511
8413,53511
14157,53511
25747,53511
8524,53520
9841,53511
9675,53511
57875,53511
9654,53511
28217,53511
29483,53511
56790,61073
60777,53511
2208,53512
1657,53511
2852,53511
55191,53511
58448,53545
46185,53511
1544,53511
50489,53511
54168,53511
26611,53511
13802,53511
27355,53511
12198,53511
56561,53545
53557,53545
11575,53511
60340,53511
4422,53511
25207,61072
9117,53512
8843,53511
27214,53511
3880,53511
5583,61073
11055,53511
52397,53511
7867,53511
55413,53511
27972,53511
12947,53511
24420,53511
11911,53511
55464,53511
52241,53511
53496,53511
11333,53511
11473,53511
4885,53511
58988,53505
47049,53511
12862,53511
49980,53511
1010,53511
25600,53511
53379,54669
59754,53511
49336,53511
58696,53511
14531,53511
56744,53511
2208,53512
1375,53511
11145,53511
55445,48433
5100,53511
59825,53511
43756,53511
59573,53511
59162,30294
2190,53511
60732,53511
2501,53511
53077,53511
21214,53511
12146,53511
49369,53511
2046,61080
11574,53511
27659,53512
51045,53511
56971,61073
42153,53511
57623,53511
1528,53511
60366,53511
49347,53511
56290,53511
12925,53511
23458,61108
3158,53511
12392,53511
2208,53512
2682,53511
29777,53511
1375,53511
26185,53511
55806,53511
2208,53512
11118,53235
54003,53511
10330,53511
4049,53511
1771,53545
1771,53545
3776,53511
58627,53511
2774,53511
15246,53512
59126,61080
26077,53511
53080,53511
56100,53511
47611,53511
14896,53511
25091,53511
12879,53511
9317,61080
10197,53511
1738,53511
1278,53511
8542,53511
21214,53511
56676,53511
54003,53511
40214,61080
5237,53511
51209,53511
2339,53511
53573,53511
4812,53511
3489,53511
43757,53511
7743,53511
15207,53511
10587,53511
45358,53511
14495,53511
60725,53511
9944,53511
11995,53511
7326,53511
51825,53511
2682,53511
49755,53576
60529,53511
60786,61080
4759,53511
57205,53511
42313,61072
4061,53511
13859,53511
60532,53511
58304,53511
1771,53545
6019,53511
8530,53511
41743,53511
60354,53511
56972,53511
14410,53511
57439,53511
5892,53511
6070,53511
43533,53511
10980,53511
29778,53511
47895,53511
48526,53511
50410,53511
51731,53511
5778,53511
7882,53511
10394,53511
2835,53511
52901,53511
51198,53511
58988,53505
22651,53511
8914,53511
22676,53511
2939,53511
4079,53546
23857,53511
7775,53511
7064,53511
13015,53511
14195,53525
43955,53511
24845,53511
12099,53511
26520,53511
7326,53511
46045,53511
24715,53511
46045,53511
54390,53511
26986,53511
28447,60706
10812,53511
12397,53576
9240,53511
29471,53511
41071,53511
42934,53511
6138,53511
4896,53511
43783,61073
10831,53545
41176,53511
10831,53545
10831,53545
46241,53511
25363,30024
11637,53512
59161,53512
13880,61080
9654,53511
59725,53511
5407,53511
5407,53511
6478,61080
46173,53511
57778,53547
27347,53511
27347,53511
5568,53511
1564,53511
41689,53563
51986,53511
47082,53511
3209,53511
7769,53511
14189,53511
48096,53511
7499,53511
46505,53511
3014,35242
22727,53511
55296,53511
4098,53511
59158,53511
59161,53512
56204,53511
53539,85251
59161,53512
58028,60525
3420,53511
51081,53120
59157,53703
44558,77042
58870,53511
9609,53511
11894,53511
2975,53512
40486,53512
59161,53512
2629,53511
13533,53546
58028,60525
1564,53511
55296,53511
50710,53511
50822,53121
7701,53511
56966,53511
48293,53511
8717,53511
2390,53511
2390,53511
14364,53511
59326,53511
45367,53511
1375,53511
57846,53511
26027,53545
28729,53511
60769,93905
59170,53546
14921,53511
5568,53511
40791,53511
40996,53511
5568,53511
26186,55402
15494,53511
12947,53511
49758,53511
2120,53511
28091,53511
51638,20854
6315,53511
23503,53511
29133,53715
5108,53511
4604,53546
1631,53511
11139,53511
11138,53511
59137,53511
2567,53511
41313,53511
41543,53511
42404,53511
50017,53511
41019,53511
1252,53511
50017,53511
50017,53511
2689,53511
10763,53511
6478,61080
9856,53511
13240,53511
27238,53511
13194,53511
2073,53511
57351,53511
13752,53511
55941,53511
53475,53511
56477,53511
12999,53511
57846,53511
53539,85251
28787,53511
53242,61072
40486,53512
2360,53511
12416,53511
7292,53511
12080,53511
4865,53511
12947,53511
53999,53190
12499,53511
1028,60098
49755,53576
2682,53511
27315,53511
49421,53511
15240,53511
6377,53511
56893,53511
44269,53511
28409,53511
58119,53511
12754,53511
7652,53511
59725,53511
10966,53511
54869,53511
4950,53511
12978,53511
59073,53511
2390,53511
13235,53511
1375,53511
53557,53545
1375,53511
6073,53511
42990,53511
3437,53511
52470,61073
57788,53511
26801,53511
45824,53511
13630,53147
27910,53511
2501,53511
43907,53512
58117,53511
58285,53511
58378,53511
5679,53511
13765,53511
7599,53511
56385,53511
2682,53511
13892,53511
5545,53511
59157,53703
27402,53511
5648,61080
59725,53511
27464,53512
8265,53511
8125,53511
11097,53511
48745,53511
11097,53511
51298,53511
55744,53511
60015,53511
51638,20854
53563,53511
58252,53511
8180,53512
2472,53511
55736,53511
10404,53511
6480,53511
8811,53511
60230,53511
13591,53511
23923,53548
22413,53511
50449,49250
40339,53511
6976,53511
54301,53511
2501,53511
59157,53703
5445,53511
44615,53511
8178,53511
55250,53511
50647,53511
50647,53511
50647,53511
11135,53511
11135,53511
6132,53511
60289,53511
43371,53511
10097,53511
57196,53511
1675,53511
8252,53511
4518,53511
8203,53511
5127,53511
26774,53511
59158,53511
10689,53511
59161,53512
56200,53511
54307,53511
49598,53547
60002,53511
50126,53511
12564,53511
53897,53501
11097,53511
11097,53511
14987,54773
58448,53545
14987,54773
2682,53511
49574,53511
44656,53511
51811,53511
4061,53511
6781,53511
16617,53511
50630,53511
14987,54773
9174,53511
1375,53511
60778,53509
15748,53511
3418,53511
51638,20854
43663,53511
26992,61080
2501,53511
54310,53547
9532,53511
12378,53511
26184,53511
10017,53511
8531,53511
60515,61073
42090,53511
58729,53511
14058,53511
56778,53511
60720,53511
43066,60607
27818,53511
11809,53511
53981,53511
40740,59808
15494,53511
57859,53511
29590,53511
60014,53511
16248,53511
58390,53511
10402,53511
50489,53511
11924,53511
3619,53511
50522,53511
13219,53511
2196,53511
3827,53511
56068,53511
8892,53511
25601,53511
2702,53511
52948,53511
